Program,Code,Title,Sec,Room 1,Room 2,Day 1,Day 2,Time 1,Time 2,Faculty,Initial,Credits
BSCSE,HUM 1201,Sociology,A,301,301,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,B,301,301,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,C,302,302,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,D,302,302,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,E,301,301,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,F,301,301,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,G,302,302,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,H,302,302,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,I,301,301,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,J,301,301,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,K,302,302,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,L,302,302,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,M,301,301,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,N,301,301,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 2301,Accounting,A,303,303,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Israt Jabin,ItJn,3
BSCSE,HUM 2301,Accounting,B,303,303,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Israt Jabin,ItJn,3
BSCSE,HUM 2301,Accounting,C,304,304,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Israt Jabin,ItJn,3
BSCSE,HUM 2301,Accounting,D,304,304,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Israt Jabin,ItJn,3
BSCSE,MATH 1101,Differential and Integral Calculus,A,501,501,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,B,501,501,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,C,502,502,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,D,502,502,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,E,503,503,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,F,503,503,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,G,504,504,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,H,504,504,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,I,505,505,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,J,505,505,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,K,506,506,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,L,506,506,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,M,501,501,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,N,501,501,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,O,502,502,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,P,502,502,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,Q,503,503,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,R,503,503,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,S,504,504,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,T,504,504,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,U,505,505,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,V,505,505,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,W,506,506,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,X,506,506,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,A,401,401,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,B,401,401,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,C,402,402,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,D,402,402,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,E,403,403,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,F,403,403,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,G,404,404,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,H,404,404,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,I,405,405,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,J,405,405,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,K,406,406,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,L,406,406,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,M,407,407,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,N,407,407,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,O,408,408,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,P,408,408,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,Q,401,401,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,R,401,401,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,S,402,402,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,T,402,402,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 2101,Complex Variables and Special Functions,A,403,403,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 2101,Complex Variables and Special Functions,B,403,403,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 2101,Complex Variables and Special Functions,C,404,404,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 2101,Complex Variables and Special Functions,D,404,404,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 2201,Differential Equations and Laplace Transformation,A,405,405,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 2201,Differential Equations and Laplace Transformation,B,405,405,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 2201,Differential Equations and Laplace Transformation,C,407,407,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 2201,Differential Equations and Laplace Transformation,D,407,407,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 2301,Statistics and Probability,A,408,408,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 2301,Statistics and Probability,B,408,408,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 3101,Numerical Methods,A,403,403,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 3101,Numerical Methods,B,403,403,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,PHY 1201,Physics for Engineers,A,601,601,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,B,601,601,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,C,602,602,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,D,602,602,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,E,603,603,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,F,603,603,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,G,604,604,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,H,604,604,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,I,605,605,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,J,605,605,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,K,601,601,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1201,Physics for Engineers,L,601,601,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Rafiqul Islam,MDI,3
BSCSE,PHY 1202,Physics for Engineers Laboratory,A,"703 (VLSI Lab)",N/A,Sat,N/A,11:11:AM - 01:40:PM, - ,Md. Rafiqul Islam,MDI,1
BSCSE,PHY 1202,Physics for Engineers Laboratory,B,"703 (VLSI Lab)",N/A,Sun,N/A,11:11:AM - 01:40:PM, - ,Md. Rafiqul Islam,MDI,1
BSCSE,PHY 1202,Physics for Engineers Laboratory,C,"703 (VLSI Lab)",N/A,Sat,N/A,01:51:PM - 04:20:PM, - ,Md. Rafiqul Islam,MDI,1
BSCSE,PHY 1202,Physics for Engineers Laboratory,D,"703 (VLSI Lab)",N/A,Sun,N/A,01:51:PM - 04:20:PM, - ,Md. Rafiqul Islam,MDI,1
BSSDS,DS 4103,Data Communication,A,429,429,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Tahmid Mosaddeque,TaMo,3
BSSDS,DS 4103,Data Communication,B,430,430,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Tahmid Mosaddeque,TaMo,3
BSSDS,DS 4104,Data Communication Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,12:31:PM - 03:00:PM, - ,Tahmid Mosaddeque,TaMo,1
BSSDS,DS 4104,Data Communication Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,12:31:PM - 03:00:PM, - ,Tahmid Mosaddeque,TaMo,1
BSSDS,DS 4301,Data Warehouse and Data Mining,A,431,431,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Dr. Md. Foisal Hossain,MdFHo,3
BSSDS,DS 4301,Data Warehouse and Data Mining,B,432,432,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Dr. Md. Foisal Hossain,MdFHo,3
BSSDS,DS 4302,Data Warehouse and Data Mining Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Foisal Hossain,MdFHo,1
BSSDS,DS 4302,Data Warehouse and Data Mining Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Foisal Hossain,MdFHo,1
BSSDS,DS 4523,Simulation and Modeling,A,433,433,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Tahmid Mosaddeque,TaMo,3
BSSDS,DS 4523,Simulation and Modeling,B,434,434,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Tahmid Mosaddeque,TaMo,3
BSSDS,DS 4889,Machine Learning,A,435,435,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,A.H.M. Osama Haque,AHMOH,3
BSSDS,DS 4889,Machine Learning,B,436,436,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,A.H.M. Osama Haque,AHMOH,3
BSSDS,DS 4891,Data Analytics,A,437,437,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Azizur Rahman Anik,ARnA,3
BSSDS,DS 4891,Data Analytics,B,438,438,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Azizur Rahman Anik,ARnA,3
BSSDS,DS 4892,Data Analytics Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,05:51:PM - 08:20:PM, - ,Azizur Rahman Anik,ARnA,1
BSSDS,DS 4892,Data Analytics Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,05:51:PM - 08:20:PM, - ,Azizur Rahman Anik,ARnA,1
BSSDS,DS 4991,Thesis/Project,A,"927 (Computer Lab)",N/A,Sat,N/A,08:30:AM - 09:50:AM, - ,Md. Tawabur Rahman,MdTRn,0
BSSDS,DS 4991,Thesis/Project,B,"927 (Computer Lab)",N/A,Sun,N/A,08:30:AM - 09:50:AM, - ,Md. Tawabur Rahman,MdTRn,0
BSDS,DS 4103,Data Communication,A,439,439,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Tahmid Mosaddeque,TaMo,3
BSDS,DS 4103,Data Communication,B,440,440,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Tahmid Mosaddeque,TaMo,3
BSDS,DS 4104,Data Communication Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,09:51:AM - 12:20:PM, - ,Tahmid Mosaddeque,TaMo,1
BSDS,DS 4104,Data Communication Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,09:51:AM - 12:20:PM, - ,Tahmid Mosaddeque,TaMo,1
BSDS,DS 4301,Data Warehouse and Data Mining,A,441,441,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Dr. Md. Foisal Hossain,MdFHo,3
BSDS,DS 4301,Data Warehouse and Data Mining,B,442,442,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Dr. Md. Foisal Hossain,MdFHo,3
BSDS,DS 4302,Data Warehouse and Data Mining Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Foisal Hossain,MdFHo,1
BSDS,DS 4302,Data Warehouse and Data Mining Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Foisal Hossain,MdFHo,1
BSDS,DS 4523,Simulation and Modeling,A,443,443,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Tahmid Mosaddeque,TaMo,3
BSDS,DS 4523,Simulation and Modeling,B,444,444,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Tahmid Mosaddeque,TaMo,3
BSDS,DS 4889,Machine Learning,A,445,445,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,A.H.M. Osama Haque,AHMOH,3
BSDS,DS 4889,Machine Learning,B,446,446,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,A.H.M. Osama Haque,AHMOH,3
BSDS,DS 4891,Data Analytics,A,447,447,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Azizur Rahman Anik,ARnA,3
BSDS,DS 4891,Data Analytics,B,448,448,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Azizur Rahman Anik,ARnA,3
BSDS,DS 4892,Data Analytics Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,05:51:PM - 08:20:PM, - ,Azizur Rahman Anik,ARnA,1
BSDS,DS 4892,Data Analytics Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,05:51:PM - 08:20:PM, - ,Azizur Rahman Anik,ARnA,1
BSDS,DS 4991,Thesis/Project,A,"927 (Computer Lab)",N/A,Sat,N/A,08:30:AM - 09:50:AM, - ,Md. Tawabur Rahman,MdTRn,0
BSDS,DS 4991,Thesis/Project,B,"927 (Computer Lab)",N/A,Sun,N/A,08:30:AM - 09:50:AM, - ,Md. Tawabur Rahman,MdTRn,0
BSSDS,DS 4991,Thesis/Project,BA,"927 (Computer Lab)",N/A,Sat,N/A,08:30:AM - 09:50:AM, - ,Md. Tawabur Rahman,MdTRn,0
BSSDS,DS 4991,Thesis/Project,BB,"927 (Computer Lab)",N/A,Sun,N/A,08:30:AM - 09:50:AM, - ,Md. Tawabur Rahman,MdTRn,0
...
